x,y,class
0.6630331178225183,0.9403184246408882,0
0.8032595017359352,0.98628697710723,0
0.6229519626200944,0.7993441515080363,0
0.03993162908427328,0.9734450250498669,0
0.3178922169107302,0.3413310473043948,0
0.7967223757959943,0.4277894603738036,0
-0.46184027390517945,0.9184028158807976,1
-0.18081957643906466,0.5864790866470629,1
-0.3296063806772265,0.6764087714142141,1
0.3826630774044657,0.7341883919798843,1
0.4872392384028049,0.6562873276045408,1
-0.019156611983532135,1.3414160414062195,1
-0.33397980587874154,1.2969402417447395,1
0.1441372482308173,0.8861044156927353,1
0.42683438587060085,0.9831567097053121,1
-0.12378324033863974,0.9519288652956881,1
-0.35496501232518196,0.9214543928960908,1
0.08411291572441104,0.9569385178739716,1
0.25732796510169,1.2727361194393698,1
0.28465225757669355,0.9655042066548125,1
-0.30781770177115353,1.3959564619730895,1
0.06941249662113691,0.5143186834828275,1
0.32355635831713603,0.7135609834403491,1
-0.07001374615457645,0.6237609179625928,1
-0.27398002769147867,1.4767929714665065,1
0.07585546827449252,1.4933628873786144,1
0.16933950439314527,1.275714082267581,1
-0.212612591674478,1.3024648181647822,1
-0.34403502262185415,0.7469327657210322,1
-0.43014796275260936,0.8849737456468375,1
-0.10277214387017031,0.509306185414948,1
-0.21682074262871054,0.8799846201812658,1
0.48747828241419466,0.8912693704985226,1
0.36037520526689637,0.9776312637757203,1
0.1994860119566012,0.8424525036561223,1
0.27169049190254746,0.9958845348910984,1
-0.42316026058886236,1.4927250919738193,1
0.2370664509183058,1.0657969712259505,1
0.3258273923035442,1.161155292303731,1
-0.15236597024490794,1.382960771333018,1
-0.1772248988152949,0.7811090042601004,1
-0.14643944721766566,0.5660897670059447,1
-0.005510707451666708,0.9289360118138422,1
-0.13120581881263849,0.832889127925608,1
-0.3319758305285244,1.385626552262566,1
0.3358424911025687,0.7263283914061186,1
0.2595591758702056,0.8549874822522977,1
0.10144741859985007,0.9426408361691365,1
-0.4043196935324519,0.9056840737213575,1
-0.08994434521227612,1.2783543728642541,1
0.20779863759159822,0.6613589363029464,1
-0.4923640605938857,1.1023811944152158,1
0.06115171940564834,0.5047409808288069,1
-0.16183858866114853,0.7405943081918227,1
0.021644977687712008,0.753970127820333,1
0.3986355230923426,0.822153762899501,1
0.42132476276433817,1.0321405843168594,1
0.16455817945269446,1.042400457774912,1
-0.3325716089811479,1.1643554551133297,1
0.22661124350478445,0.5189372142511641,1
0.20456727816191544,1.347415630612757,1
-0.12476999620487161,1.2034231046708654,1
-0.2461694771245988,0.9308724561754494,1
0.320070797989618,1.3078465427235284,1
-0.47708584705899726,0.5103559856200315,1
-0.4635010367777792,1.2167332510862758,1
0.2294920302208342,0.8604227472334931,1
0.07024631999468356,1.2515455602143513,1
-0.048986555299702306,1.1709305808238653,1
0.3205723547174284,1.1750404491552997,1
0.3588560122042772,0.5403323293762491,1
0.48165244250642436,0.6223957325276546,1
0.31344513374723615,1.1363335679819324,1
0.18232216745944063,0.9657609836811099,1
-0.49936142396909167,0.9501171271629012,1
-0.08221475834994763,0.8601488146411607,1
0.09972118128372864,0.981198491609383,1
-0.4288627895323388,1.4681625562330634,1
-0.29366247054722794,0.8406613575785069,1
0.024203349311561095,0.9159970821006814,1
0.31846589369907186,0.8430301130920228,1
0.28687222565852855,0.6691571200833369,1
-0.4436222362984146,0.7297483216389428,1
0.25012400444730254,1.460636572527584,1
0.19620422591599018,0.6807476643859025,1
-0.18467054508727665,1.3146420440209963,1
0.32205415244580426,1.0890107057351237,1
-0.07111493039814953,1.0539537000784325,1
0.11320141207187995,0.7970902462548901,1
0.13204564530006746,1.4517331266387035,1
-0.41411004633117066,1.002934270536184,1
0.13985707267589842,1.2813608149123854,1
-0.4758206770458836,1.2929430350002642,1
-0.2097031882296374,1.4805188845364925,1
-0.4158252758367518,1.0209576143428025,1
0.09839259561373115,1.163821045738029,1
-0.4833338441988574,1.4609107461135757,1
0.23130092620365716,1.0772140434997797,1
0.1009364974969329,0.6890143713123343,1
0.16051544979634447,1.1459875683833363,1
0.25479501647284186,1.220990092542595,1
0.17660616941328866,0.5678009769568069,1
-0.27928077813962526,0.8723645944573479,1
0.06344009319076716,0.6772803865114977,1
-0.26479834466671504,1.2935102471494986,1
0.48888359942381354,1.451372465319435,1
